"","V1","V2","V3"
"1392","BGD","PAK","4.7008547008547"
"1393","BHR","PAK","2.64026402640264"
"1394","CAN","PAK","2.30040595399188"
"1395","CHN","PAK","2.22060723514212"
"1396","DNK","PAK","4.32330827067669"
"1397","FRA","PAK","2.4390243902439"
"1398","GIN","PAK","1.37299771167048"
"1399","IDN","PAK","1.25"
"1400","IND","PAK","2.16407507059094"
"1401","IRN","PAK","2.52458054867988"
"1402","ISR","PAK","1.855049750876"
"1403","KWT","PAK","0.37593984962406"
"1404","MYS","PAK","1.84880007518268"
"1405","NLD","PAK","6.42201834862385"
"1406","NPL","PAK","1.8058690744921"
"1407","PAK","QAT","2.29591836734694"
"1408","PAK","RUS","2.74261603375527"
"1409","PAK","SAS","3.7388838148344"
"1410","PAK","SAU","2.34414590472521"
"1411","PAK","SEA","0.515463917525773"
"1412","PAK","SYR","3.18493150684932"
"1413","PAK","USA","2.27282581717186"
"1414","PAK","VNM","1.31578947368421"
"1415","PAK","ZWE","0.744421457071081"
"1416","BRA","PAN","1.33333333333333"
"1417","CUB","PAN","3.06513409961686"
"1418","GBR","PAN","2.56880733944954"
"1419","PAN","USA","2.75266830224417"
"1420","BOL","PER","2.27576974564926"
"1421","BRA","PER","1.53846153846154"
"1422","FRA","PER","0.495049504950495"
"1423","GBR","PER","1.80619403959403"
"1424","CHN","PGS","1.96078431372549"
"1425","IRN","PGS","2.91837665298678"
"1426","KWT","PGS","0.602409638554217"
"1427","ARG","PHL","2.34604105571848"
"1428","COL","PHL","1.99576214699285"
"1429","CZE","PHL","4.37665782493369"
"1430","EGY","PHL","1.58278793349883"
"1431","GBR","PHL","1.36363636363637"
"1432","IRN","PHL","0"
"1433","IRQ","PHL","2.57731958762887"
"1434","ISR","PHL","3.08065001963175"
"1435","JPN","PHL","4.46711275404364"
"1436","MDA","PHL","5.31177829099307"
"1437","MMR","PHL","2.79010779961953"
"1438","MYS","PHL","3.46320346320346"
"1439","PHL","RUS","4.37665782493369"
"1440","PHL","SAU","3.03829804146862"
"1441","PHL","SYR","3.68349163414283"
"1442","PHL","THA","4.37665782493369"
"1443","PHL","TTO","2.0883304778222"
"1444","PHL","TWN","0.615436807845759"
"1445","PHL","YEM","0.955414012738854"
"1446","AUS","PNG","0.754691521388921"
"1447","ITA","PNG","1.53721444192509"
"1448","PHL","PNG","0"
"1449","AUT","POL","2.55800677885473"
"1450","BRA","POL","3.06122448979592"
"1451","CAN","POL","1.03926096997691"
"1452","FRA","POL","3.68956743002544"
"1453","ISR","POL","2.6175021661273"
"1454","LTU","POL","3.47826086956522"
"1455","LVA","POL","1.06870229007634"
"1456","NGA","POL","3.87096774193548"
"1457","NLD","POL","4.20027700733091"
"1458","NOR","POL","1.76619007569386"
"1459","POL","RUS","1.72166427546628"
"1460","POL","UKR","2.60946284604121"
"1461","POL","USA","2.92487402656894"
"1462","CHN","PRK","2.61450460943919"
"1463","JPN","PRK","2.24457625681955"
"1464","PRK","SAS","0"
"1465","CHN","PRT","2.85843920145191"
"1466","EGY","PRT","4.1044776119403"
"1467","PRT","USA","3.13953488372093"
"1468","ECU","PRY","0"
"1469","FRA","PRY","4.60526315789474"
"1470","AUS","PSE","2.50085703146934"
"1471","BGD","PSE","4.21810699588477"
"1472","CAN","PSE","2.85426460711887"
"1473","CHE","PSE","2.37871007101776"
"1474","EGY","PSE","1.90547992763256"
"1475","EUR","PSE","1.55692884891703"
"1476","FRA","PSE","3.29896907216495"
"1477","GRC","PSE","1.96304849884527"
"1478","IDN","PSE","3.68712658764338"
"1479","ITA","PSE","1.96304849884527"
"1480","JOR","PSE","2.85426460711887"
"1481","MLT","PSE","1.10590235887537"
"1482","MYS","PSE","0.699300699300699"
"1483","NOR","PSE","2.4390243902439"
"1484","PSE","SYR","2.29986731534719"
"1485","PSE","USA","1.84757395399673"
"1486","EGY","QAT","3.72372116775895"
"1487","GBR","QAT","1.49324559460913"
"1488","IRQ","QAT","2.79625472490902"
"1489","ISR","QAT","1.79933232486568"
"1490","KWT","QAT","1.63537665931764"
"1491","LBN","QAT","0.696378830083565"
"1492","LBY","QAT","3.81084520853762"
"1493","OMN","QAT","0.975609756097561"
"1494","PAK","QAT","2.29591836734694"
"1495","PGS","QAT","3.21428571428571"
"1496","PSE","QAT","3.25063484572687"
"1497","QAT","SGP","4.06976744186047"
"1498","QAT","SYR","2.25514600177844"
"1499","QAT","TJK","5.7356608478803"
"1500","QAT","TUN","3.85185185185185"
"1501","AFG","RUS","5.06335344082082"
"1502","ARG","RUS","1.85185185185185"
"1503","ARM","RUS","1.64699354317998"
"1504","AUS","RUS","3.84615384615385"
"1505","AUT","RUS","3.18944184767666"
"1506","AZE","RUS","1.83614225963196"
"1507","BEL","RUS","0"
"1508","BGR","RUS","1.92713038241494"
"1509","BLR","RUS","2.29352745456095"
"1510","BRA","RUS","2.97562721723546"
"1511","CHE","RUS","0.864031650057851"
"1512","EGY","RUS","3.77732311198591"
"1513","FIN","RUS","2.81995661605206"
"1514","FRA","RUS","2.45711001264089"
"1515","FSM","RUS","1.32450331125828"
"1516","GBR","RUS","2.28738997271833"
"1517","HUN","RUS","2.8900577114031"
"1518","ISR","RUS","4.38439696504213"
"1519","JAM","RUS","2.63157894736842"
"1520","JOR","RUS","1.34408602150538"
"1521","JPN","RUS","2.13595487507461"
"1522","KAZ","RUS","2.81654242181597"
"1523","LTU","RUS","2.80181760427649"
"1524","PAK","RUS","2.74261603375527"
"1525","PHL","RUS","4.37665782493369"
"1526","RUS","SWE","1.89873417721519"
"1527","RUS","THA","4.37665782493369"
"1528","RUS","TUN","1.34408602150538"
"1529","RUS","TUR","1.32822685788788"
"1530","RUS","UGA","2.54306808859721"
"1531","RUS","VNM","2.97324083250743"
"1532","RUS","YEM","1.22759856630825"
"1533","AFR","RWA","3.34855403348554"
"1534","KEN","RWA","3.90143737166324"
"1535","RWA","TZA","3.90143737166324"
"1536","RWA","UGA","3.42002282823119"
"1537","BGD","SAS","3.99286987522281"
"1538","BGD","SAU","1.39372822299652"
"1539","BHR","SAU","2.83140283140283"
"1540","CHN","SAU","2.23453534176197"
"1541","DEU","SAU","3.00429184549356"
"1542","EUR","SAU","3.31858610234174"
"1543","IRQ","SAU","3.39075209882987"
"1544","JOR","SAU","5.78947368421053"
"1545","JPN","SAU","2.67584097859327"
"1546","KWT","SAU","0.692387447026453"
"1547","LBY","SAU","1.44628099173554"
"1548","NGA","SAU","2.485966319166"
"1549","PAK","SAU","2.34414590472521"
"1550","PHL","SAU","3.16239316239317"
"1551","SAU","SYR","2.07470660517132"
"1552","SAU","THA","1.63934426229508"
"1553","SAU","TUR","3.63101313258665"
"1554","AUT","SDN","2.45901639344262"
"1555","ERI","SDN","1.67597765363128"
"1556","ETH","SDN","1.74601779851921"
"1557","GAB","SDN","3.38983050847458"
"1558","ISR","SDN","2.16952610182426"
"1559","SDN","UGA","1.8716577540107"
"1560","SDN","USA","1.70357751277683"
"1561","EUR","SEA","2.60755638964626"
"1562","IDN","SEA","3.17439397045759"
"1563","JPN","SEA","3.40264650283554"
"1564","SEA","THA","1.85810810810811"
"1565","SEA","USA","2.58064516129032"
"1566","NGA","SEN","0.714285714285714"
"1567","SEN","TCD","3.125"
"1568","CHN","SGP","1.89197296955917"
"1569","DEU","SGP","1.36752136752137"
"1570","GBR","SGP","4.02347024308466"
"1571","ITA","SGP","4.8780487804878"
"1572","JPN","SGP","2.36676016830295"
"1573","KOR","SGP","1.36752136752137"
"1574","MMR","SGP","4.9645390070922"
"1575","MYS","SGP","1.63701453121623"
"1576","QAT","SGP","4.06976744186047"
"1577","SGP","SYR","1.10294117647059"
"1578","SGP","THA","1.14942528735632"
"1579","SGP","TUR","4.06976744186047"
"1580","SGP","USA","4.02799322808875"
"1581","SGP","VNM","6.5"
"1582","PNG","SLB","3.7593984962406"
"1583","AFR","SLE","3.36029268115147"
"1584","AUS","SLE","3.15315315315315"
"1585","COD","SLE","2.63157894736842"
"1586","CPV","SLE","3.69957219842962"
"1587","GBR","SLE","1.82767624020888"
"1588","GIN","SLE","2.83400809716599"
"1589","LBR","SLE","2.71978730322711"
"1590","NGA","SLE","2.63157894736842"
"1591","SLV","USA","1.95948111695609"
"1592","CAF","SOM","2.05198358413133"
"1593","DEU","SOM","0.237529691211401"
"1594","ETH","SOM","6.06060606060606"
"1595","GBR","SOM","1.23456790123457"
"1596","IRQ","SOM","3.18493150684932"
"1597","KEN","SOM","1.6672367124283"
"1598","PAK","SOM","3.18493150684932"
"1599","SOM","TUR","3.31229665634432"
"1600","BEL","SVK","1.99252801992528"
"1601","RUS","SVK","1.72166427546628"
"1602","SVK","UKR","1.95121951219512"
"1603","SVK","VNM","4.79616306954436"
"1604","FRA","SWE","2.89855072463768"
"1605","GRC","SWE","2.89855072463768"
"1606","SWE","THA","2.03488372093023"
"1607","ARE","SYC","5.1930758988016"
"1608","MDG","SYC","5.10806397168168"
"1609","AFG","SYR","2.34056471244257"
"1610","ARE","SYR","2.28388421873422"
"1611","AUS","SYR","1.51380102896651"
"1612","BEL","SYR","0.0546527690971387"
"1613","BHR","SYR","1.75632804968276"
"1614","CAN","SYR","2.21327967806841"
"1615","DEU","SYR","1.03161338501476"
"1616","EUR","SYR","1.0908947700063"
"1617","FIN","SYR","0.743494423791822"
"1618","FRA","SYR","1.19207445712739"
"1619","GBR","SYR","2.56946216289978"
"1620","IND","SYR","3.08880308880309"
"1621","IRL","SYR","2.06022187004754"
"1622","ITA","SYR","0.862068965517241"
"1623","JOR","SYR","1.62934826069572"
"1624","LBN","SYR","1.19797784983012"
"1625","LBY","SYR","1.78970917225951"
"1626","NLD","SYR","1.88973454520197"
"1627","PAK","SYR","2.82178298629593"
"1628","PHL","SYR","4.87941358576035"
"1629","SAU","SYR","1.83212878284733"
"1630","SGP","SYR","1.10294117647059"
"1631","SYR","VAT","1.2531328320802"
"1632","SYR","YEM","1.09463616264539"
"1633","MLI","TCD","3.64848733779152"
"1634","NGA","TCD","2.47706422018349"
"1635","AUS","THA","1.34751111525666"
"1636","CHN","THA","2.18479528954961"
"1637","CZE","THA","4.37665782493369"
"1638","DEU","THA","1.40338846785921"
"1639","IDN","THA","3.03030303030303"
"1640","IND","THA","1.59145698120536"
"1641","JPN","THA","1.43540669856459"
"1642","KHM","THA","1.41792702440981"
"1643","LAO","THA","1.09489051094891"
"1644","MMR","THA","4.9645390070922"
"1645","MYS","THA","1.8348623853211"
"1646","PHL","THA","2.70592725615214"
"1647","RUS","THA","4.37665782493369"
"1648","SAU","THA","1.63934426229508"
"1649","SEA","THA","0"
"1650","SGP","THA","0.929322572756174"
"1651","SWE","THA","2.03488372093023"
"1652","THA","USA","0.438695643549056"
"1653","AFG","TJK","3.8167888619815"
"1654","CHN","TJK","2.4006437789429"
"1655","KGZ","TJK","5.91715976331361"
"1656","QAT","TJK","5.7356608478803"
"1657","TJK","USA","3.9440203562341"
"1658","NZL","TON","2.30582524271845"
"1659","TON","WSM","0.961538461538462"
"1660","CHN","TTO","1.75953079178886"
"1661","DZA","TUN","2.36794171220401"
"1662","EGY","TUN","3.36473755047106"
"1663","JOR","TUN","1.34408602150538"
"1664","RUS","TUN","1.34408602150538"
"1665","TUN","YEM","1.34408602150538"
"1666","AFG","TUR","2.9126213592233"
"1667","ARM","TUR","2.16826494201606"
"1668","AZE","TUR","3.09552456568266"
"1669","CAN","TUR","2.36052915366695"
"1670","CHE","TUR","2.23463687150838"
"1671","CHN","TUR","7.53768844221105"
"1672","EGY","TUR","0.819672131147541"
"1673","EUR","TUR","2.67750331107318"
"1674","GBR","TUR","2.8600061671292"
"1675","IRN","TUR","2.27714411362108"
"1676","IRQ","TUR","3.17748336488681"
"1677","ITA","TUR","2.0979020979021"
"1678","JOR","TUR","0.819672131147541"
"1679","JPN","TUR","3.09020731195451"
"1680","LBN","TUR","0.282485875706215"
"1681","LBY","TUR","2.21105527638191"
"1682","LTU","TUR","1.64150169705999"
"1683","MYS","TUR","2.95549681910605"
"1684","NLD","TUR","0.552616569518825"
"1685","RUS","TUR","1.69491525423729"
"1686","SAU","TUR","3.63101313258665"
"1687","SGP","TUR","4.06976744186047"
"1688","SOM","TUR","2.06185567010309"
"1689","TUR","UKR","1.92479856759176"
"1690","TUR","ZAF","3.67816091954023"
"1691","ALB","TWN","3.92609699769053"
"1692","CHN","TWN","2.12082595583841"
"1693","GBR","TWN","3.58255451713396"
"1694","OMN","TWN","9.84126984126984"
"1695","TWN","USA","2.96746138851402"
"1696","TWN","YEM","1.59275768267392"
"1697","AFR","TZA","3.35086496538849"
"1698","RWA","TZA","3.90143737166324"
"1699","TZA","UGA","3.31491712707182"
"1700","TZA","USA","2.97951582867784"
"1701","TZA","ZWE","2.99003322259136"
"1702","AFR","UGA","0.683632157316368"
"1703","AGO","UGA","0.75187969924812"
"1704","CHN","UGA","3.21903586609469"
"1705","COG","UGA","1.21704354695369"
"1706","MAR","UGA","3.50678733031674"
"1707","MDA","UGA","5.31177829099307"
"1708","MLI","UGA","2.78324254980798"
"1709","RWA","UGA","3.90143737166324"
"1710","TZA","UGA","3.07197270867736"
"1711","BEL","UKR","0"
"1712","BLR","UKR","2.4838539202231"
"1713","CAN","UKR","2.53411306042885"
"1714","CZE","UKR","5.53745928338762"
"1715","DEU","UKR","1.10382178362894"
"1716","EST","UKR","1.96779964221825"
"1717","EUR","UKR","2.44023089723827"
"1718","GBR","UKR","1.37504297009282"
"1719","ISR","UKR","1.19426751592357"
"1720","ITA","UKR","11.7647058823529"
"1721","JPN","UKR","2.60289557485147"
"1722","LTU","UKR","1.80759784708999"
"1723","NZL","UKR","2.55427841634738"
"1724","POL","UKR","2.23184753920446"
"1725","SWE","UKR","0.934579439252336"
"1726","THA","UKR","2.53485424588086"
"1727","TUR","UKR","1.4003294892916"
"1728","BOL","URY","5.83657587548638"
"1729","AFR","USA","3.45304484236973"
"1730","ALB","USA","2.99096831951673"
"1731","ARG","USA","3.31708358262798"
"1732","ARM","USA","6.63196309802241"
"1733","AUT","USA","4.65631929046563"
"1734","BEL","USA","3.77169852196669"
"1735","BGD","USA","2.2180296027138"
"1736","BGR","USA","1.5677114268744"
"1737","BMU","USA","4.46496828446868"
"1738","BRA","USA","1.9225751609778"
"1739","BTN","USA","2.58397932816537"
"1740","CHL","USA","2.80695542704276"
"1741","CRI","USA","2.10236374042019"
"1742","CUB","USA","1.71483810173677"
"1743","CYM","USA","2.2964509394572"
"1744","CZE","USA","4.4973544973545"
"1745","DEU","USA","2.6111929144011"
"1746","DNK","USA","1.53475745093978"
"1747","DOM","USA","7.46666666666667"
"1748","DZA","USA","1.93236714975845"
"1749","ECU","USA","1.55844155844156"
"1750","EGY","USA","2.72406039879914"
"1751","ESP","USA","2.9441462350781"
"1752","ETH","USA","4.41155477496534"
"1753","FIN","USA","3.05018416206261"
"1754","FSM","USA","3.91630136498093"
"1755","GRC","USA","2.67738099601363"
"1756","GTM","USA","1.89853076216713"
"1757","GUY","USA","0.319366325957551"
"1758","HND","USA","2.59807483903869"
"1759","HRV","USA","4.4362292051756"
"1760","HTI","USA","3.06965276350935"
"1761","HUN","USA","2.13740568670228"
"1762","IND","USA","1.70910343895614"
"1763","IRL","USA","2.16842016579977"
"1764","JAM","USA","0.954500679559597"
"1765","JOR","USA","1.80426383303721"
"1766","JPN","USA","3.27118237309997"
"1767","KAZ","USA","2.76025180747633"
"1768","KHM","USA","1.54999391845387"
"1769","KNA","USA","3.00429184549356"
"1770","KOR","USA","2.78271957418457"
"1771","KWT","USA","2.32104370815253"
"1772","LBN","USA","3.16799811350167"
"1773","LBY","USA","3.85185185185185"
"1774","LKA","USA","0.226244343891402"
"1775","LTU","USA","1.92686613092952"
"1776","LVA","USA","1.46443514644351"
"1777","MAR","USA","3.50678733031674"
"1778","MDV","USA","1.28209490681736"
"1779","MHL","USA","1.73720944203991"
"1780","MLT","USA","5.57752941409651"
"1781","MMR","USA","1.4647137150466"
"1782","MNG","USA","3.80952380952381"
"1783","MWI","USA","1.65289256198347"
"1784","MYS","USA","3.40413217038154"
"1785","NGA","USA","2.00044407310168"
"1786","NIC","USA","3.75644092749356"
"1787","NMR","USA","2.24199448685175"
"1788","NOR","USA","3.28497732668735"
"1789","NPL","USA","2.57966616084977"
"1790","PAN","USA","1.25832773241478"
"1791","PHL","USA","2.4947620371869"
"1792","POL","USA","2.7571340115635"
"1793","PRT","USA","0"
"1794","QAT","USA","3.64097940664212"
"1795","SAU","USA","2.28032856234404"
"1796","SDN","USA","3.90263621401553"
"1797","SEA","USA","2.58064516129032"
"1798","SGP","USA","1.75132598939209"
"1799","SOM","USA","4.1214455206753"
"1800","SWE","USA","3.53797256566228"
"1801","THA","USA","0.349852124704465"
"1802","TJK","USA","3.4816247582205"
"1803","TTO","USA","1.41618780201123"
"1804","TWN","USA","3.35268066066272"
"1805","TZA","USA","2.02197852725475"
"1806","UGA","USA","2.95702675451527"
"1807","UKR","USA","2.96119460882798"
"1808","USA","VEN","2.8898494293885"
"1809","USA","YEM","2.26560618692998"
"1810","USA","ZAF","5.11627906976744"
"1811","ALB","VAT","3.23081054893578"
"1812","ARG","VAT","1.50846357823328"
"1813","ARM","VAT","2.57731958762887"
"1814","EUR","VAT","1.16959064327485"
"1815","IRQ","VAT","2.73898813661893"
"1816","ITA","VAT","2.72868478295031"
"1817","LBN","VAT","2.97324083250743"
"1818","SYR","VAT","1.2531328320802"
"1819","ARG","VEN","3.34420414235038"
"1820","CHN","VEN","7.89473684210526"
"1821","COL","VEN","1.70940170940171"
"1822","CUB","VEN","3.67340680396713"
"1823","ECU","VEN","2.82958199356913"
"1824","IRN","VEN","2.88480373920771"
"1825","RUS","VEN","2.82473031768907"
"1826","SYR","VEN","2.82473031768907"
"1827","USA","VEN","2.57725907303432"
"1828","BGR","VNM","4.29447852760736"
"1829","BRN","VNM","1.97552447552447"
"1830","CHN","VNM","2.70477035027678"
"1831","CUB","VNM","4.93827160493827"
"1832","GRC","VNM","4.22535211267606"
"1833","KHM","VNM","0.970511716813825"
"1834","NLD","VNM","2.27272727272727"
"1835","PAK","VNM","1.31578947368421"
"1836","SGP","VNM","6.5"
"1837","AFG","YEM","1.94174757281553"
"1838","BHR","YEM","2.90920904955993"
"1839","CHN","YEM","2.23325062034739"
"1840","FSM","YEM","1.21951219512195"
"1841","ISR","YEM","1.21580547112462"
"1842","JOR","YEM","1.11452088685888"
"1843","MYS","YEM","2.7027027027027"
"1844","PHL","YEM","0.955414012738854"
"1845","PSE","YEM","1.54142581888247"
"1846","RUS","YEM","1.34408602150538"
"1847","SAU","YEM","2.51543007669594"
"1848","SYR","YEM","1.09463616264539"
"1849","THA","YEM","2.10084033613445"
"1850","TUN","YEM","1.34408602150538"
"1851","TWN","YEM","1.16822429906542"
"1852","IRQ","ZAF","1.55304051776445"
"1853","ISR","ZAF","3.27102803738318"
"1854","JOR","ZAF","1.65016501650165"
"1855","LKA","ZAF","2.44498777506112"
"1856","LSO","ZAF","2.4944252496765"
"1857","NZL","ZAF","3.29868271419209"
"1858","RUS","ZAF","0.37593984962406"
"1859","TUR","ZAF","3.67816091954023"
"1860","USA","ZAF","5.11627906976744"
"1861","ZAF","ZWE","2.66666666666667"
"1862","CZE","ZMB","8.15972222222222"
"1863","ETH","ZMB","0"
"1864","FRA","ZMB","7.93650793650794"
"1865","USA","ZMB","2.89077334182766"
"1866","AFR","ZWE","2.47507352396083"
"1867","ARE","ZWE","2.08333333333333"
"1868","AUS","ZWE","1.68067226890756"
"1869","CHN","ZWE","3.04155685848058"
"1870","CUB","ZWE","4.18006430868167"
"1871","GBR","ZWE","2.09090909090909"
"1872","NLD","ZWE","1.98412698412698"
"1873","RUS","ZWE","3.42431761786601"
"1874","TZA","ZWE","2.99003322259136"
"1875","TTO","USA","0.403225806451613"
"1876","BGD","MYS","1.58910329171396"
"1877","BHR","IND","0.662251655629139"
"1878","BRB","CAN","0.847457627118644"
"1879","CMR","NGA","1.71919770773639"
"1880","CYM","MYS","0.99009900990099"
"1881","KGZ","QAT","3.78082191780822"
"1882","GBR","LBY","0"
"1883","MLT","NGA","1.90839694656489"
"1884","BGD","MYS","1.58910329171396"
"1885","IRN","MYS","0.53475935828877"
"1886","BWA","NGA","1.12781954887218"
"1887","HTI","PHL","5.15151515151515"
"1888","KGZ","QAT","3.78082191780822"
"1889","MLI","USA","9.09090909090909"
"1890","JPN","ZWE","1.01522842639594"
"1891","ABW","COL","2.74512299771167"
"1892","ABW","DMA","2.74512299771167"
"1893","ABW","KNA","2.74626784352185"
"1894","ABW","LCA","2.7691647597254"
"1895","ABW","TUR","2.74626784352185"
"1896","AFG","ARE","1.8247375692575"
"1897","AFG","AZE","1.14942528735632"
"1898","AFG","CAN","0.934109409288278"
"1899","AFG","EUR","2.30303958051884"
"1900","AFG","GUY","0.398406374501992"
"1901","AFG","ISR","3.38409475465313"
"1902","AFG","KAZ","0.578235768818345"
"1903","AFG","LKA","2.65060240963855"
"1904","AFG","MAR","0.609756097560976"
"1905","AFG","MDV","2.65060240963855"
"1906","AFG","MNG","0.578235768818345"
"1907","AFG","NPL","2.65060240963855"
"1908","AFG","PSE","3.38409475465313"
"1909","AFG","SAS","4.44444444444444"
"1910","AFG","SAU","2.33644859813084"
"1911","AFG","TKM","5.45454545454545"
"1912","AFR","BFA","4.46356184437948"
"1913","AFR","BRA","2.55836164864133"
"1914","AFR","BWA","2.58378642910762"
"1915","AFR","CAN","1.14227952099831"
"1916","AFR","CHL","2.90697674418605"
"1917","AFR","CHN","2.23880597014925"
"1918","AFR","COD","1.31203569668277"
"1919","AFR","COL","2.90697674418605"
"1920","AFR","CUB","2.23420647149461"
"1921","AFR","DZA","0.835170264518092"
"1922","AFR","FRA","3.38749402078804"
"1923","AFR","FSM","2.31316725978648"
"1924","AFR","GHA","4.77079015386817"
"1925","AFR","GIN","2.43953685931718"
"1926","AFR","GNB","2.94866027917614"
"1927","AFR","GNQ","1.72253070032879"
"1928","AFR","IDN","2.21702191304094"
"1929","AFR","IND","1.05796539575735"
"1930","AFR","IRL","3.04182509505703"
"1931","AFR","IRQ","1.0752688172043"
"1932","AFR","LBY","1.38242168390919"
"1933","AFR","MOZ","1.10263816599433"
"1934","AFR","MWI","0.671140939597315"
"1935","AFR","NOR","3.82352941176471"
"1936","AFR","PHL","0.34965034965035"
"1937","AFR","SEA","2.12314225053079"
"1938","AFR","SWZ","2.55474452554745"
"1939","AFR","SYR","1.0752688172043"
"1940","AFR","TGO","2.60021668472373"
"1941","AFR","UKR","3.59508041627247"
"1942","AFR","URY","2.90697674418605"
"1943","AFR","VNM","3.53417571234735"
"1944","AFR","AGO","0.763358778625955"
"1945","ALB","ARG","3.35917312661499"
"1946","ALB","CHN","2.56880733944954"
"1947","ALB","EGY","6.16621983914209"
"1948","ALB","HRV","2.56880733944954"
"1949","ALB","KOR","4.22163588390501"
"1950","ALB","MNG","1.97530864197531"
"1951","ALB","NGA","4.53563714902808"
"1952","AFG","ARE","1.44615795871913"
"1953","AFR","ARE","2.64569696705543"
"1954","ARE","BEL","2.04778156996587"
"1955","ARE","BRA","1.18110236220472"
"1956","ARE","EGY","1.47898345081488"
"1957","ARE","FRA","2.23774007541699"
"1958","ARE","IND","4.05405405405405"
"1959","ARE","IRL","2.39234449760766"
"1960","ARE","IRN","2.98096325325768"
"1961","ARE","JOR","1.84381778741865"
"1962","ARE","LBN","3.69375631951466"
"1963","ARE","MYS","3.7542662116041"
"1964","ARE","PAK","0.854700854700855"
"1965","ARE","QAT","2.7124972200069"
"1966","ARE","RUS","1.46818923327896"
"1967","ARE","SAU","2.41485230155797"
"1968","ARE","TUN","3.07971014492754"
"1969","ARE","TZA","2.18824717465881"
"1970","ARE","YEM","3.18471337579618"
"1971","ARG","AZE","3.65190365190365"
"1972","ARG","ESP","10.5769230769231"
"1973","ARG","ETH","4.44993819530284"
"1974","ARG","IRQ","5.84862385321101"
"1975","ARG","MEX","5.84862385321101"
"1976","ARG","PER","0.933982354730759"
"1977","ARG","POL","10.5769230769231"
"1978","ARG","TUR","10.5769230769231"
"1979","ARG","URY","3.61681329423265"
"1980","ARM","CZE","0"
"1981","ARM","EST","2.06793206793207"
"1982","ARM","FRA","2.96338918379902"
"1983","ARM","ISR","2.62295081967213"
"1984","ARM","LBN","3.2612548741581"
"1985","ARM","POL","2.22078223374213"
"1986","ARM","SYR","2.15512972865914"
"1987","ARM","THA","5.0531914893617"
"1988","ATG","USA","2.15686274509804"
"1989","AUS","BGR","1.74165457184325"
"1990","AUS","COG","1.47783251231527"
"1991","AUS","CZE","3.11804180757581"
"1992","AUS","GHA","2.8735632183908"
"1993","AUS","GRC","1.23520863608055"
"1994","AUS","KOR","3.85498484754778"
"1995","AUS","OMN","6.22568093385214"
"1996","AUS","PAK","3.04595754290876"
"1997","AUS","POL","1.26227208976157"
"1998","AUS","PRT","1.23660975134714"
"1999","AUS","TWN","2.98414956309693"
"2000","AUS","UKR","1.84296712079593"
"2001","AUS","WSM","1.58311345646438"
