"","V1","V2","V3"
"706","DZA","TUN","2.36794171220401"
"707","ECU","USA","1.55844155844156"
"708","ECU","VEN","2.82958199356913"
"709","AFR","EGY","3.27246228579718"
"710","DZA","EGY","3.70927411492996"
"711","EGY","ETH","1.47933032309431"
"712","EGY","EUR","5.26315789473684"
"713","EGY","GBR","3.4021512430202"
"714","EGY","GRC","0.843881856540084"
"715","EGY","ISR","1.99499330642317"
"716","EGY","ITA","0"
"717","EGY","JOR","2.24555797254895"
"718","EGY","LBN","2.4390243902439"
"719","EGY","LBY","2.66405438809504"
"720","EGY","PHL","1.58278793349883"
"721","EGY","PSE","1.81894110625753"
"722","EGY","QAT","3.72372116775895"
"723","EGY","RUS","3.34001087744743"
"724","EGY","SAU","3.6697247706422"
"725","EGY","SDN","1.45985401459854"
"726","EGY","SYR","2.59389474382659"
"727","EGY","TUR","0.681575196008553"
"728","EGY","USA","2.33174874022456"
"729","ARG","ESP","5.55555555555556"
"730","BOL","ESP","5.83657587548638"
"731","CAN","ESP","2.58758474149894"
"732","CHN","ESP","2.59426814441527"
"733","CUB","ESP","3.86740331491713"
"734","ESP","FRA","1.4830898802474"
"735","ESP","GBR","2.45190769908809"
"736","ESP","HRV","3.09859154929577"
"737","ESP","HUN","3.69256524941883"
"738","ESP","ISR","1.58712602391695"
"739","ESP","NLD","2.17170881717077"
"740","ESP","OMN","3.16455696202532"
"741","ESP","SGP","1.0752688172043"
"742","ESP","SLE","2.43517841184582"
"743","EST","SWE","0.934579439252336"
"744","EST","UKR","0.934579439252336"
"745","AFR","ETH","2.4"
"746","CHN","ETH","2.44343803939101"
"747","EGY","ETH","1.75816599155391"
"748","ERI","ETH","1.67597765363128"
"749","ETH","ITA","3.53846153846154"
"750","ETH","MDA","5.31177829099307"
"751","ETH","SAU","1.35998358523821"
"752","ETH","SDN","1.47933032309431"
"753","ETH","SOM","6.06060606060606"
"754","AFG","EUR","4.78199718706048"
"755","AFR","EUR","1.28865979381443"
"756","ALB","EUR","3.54013198503552"
"757","ARE","EUR","3.11457174638487"
"758","BEN","EUR","2.57510729613734"
"759","BGR","EUR","1.47213459516299"
"760","CAN","EUR","3.51023628059565"
"761","CHN","EUR","3.50079052421258"
"762","DEU","EUR","2.19947756646056"
"763","EUR","FRA","2.45263487282636"
"764","EUR","GBR","3.14082750837338"
"765","EUR","GHA","2.8150710867844"
"766","EUR","GRC","0.938967136150235"
"767","EUR","IDN","2.87908399306591"
"768","EUR","IRN","0.99009900990099"
"769","EUR","IRQ","3.74503361790287"
"770","EUR","ISR","2.70424641624107"
"771","EUR","ITA","2.4336303413209"
"772","EUR","LVA","1.37504297009282"
"773","EUR","MNG","2.87908399306591"
"774","EUR","NMR","1.95080576759966"
"775","EUR","PAK","3.30097087378641"
"776","EUR","PSE","2.19037700604036"
"777","EUR","RUS","1.81313898549459"
"778","EUR","SAU","3.31858610234174"
"779","EUR","SEA","2.60755638964626"
"780","EUR","SYR","1.75236038749802"
"781","EUR","TUR","2.58195250738973"
"782","EUR","UKR","1.66083075635436"
"783","EUR","USA","2.76413185729757"
"784","EUR","VAT","1.16959064327485"
"785","FIN","RUS","2.41862384116724"
"786","FIN","SWE","0.934579439252336"
"787","FIN","SYR","0.743494423791822"
"788","FIN","UKR","1.81818181818182"
"789","FIN","USA","4.16666666666667"
"790","FIN","VNM","2.27272727272727"
"791","FJI","GHA","3.53356890459364"
"792","FJI","SYR","1.67785234899329"
"793","AFG","FRA","3.26813605449775"
"794","AFR","FRA","2.07438541379976"
"795","ARE","FRA","7.80735821647743"
"796","ARM","FRA","8.08080808080808"
"797","AUS","FRA","1.74539802157111"
"798","AUT","FRA","3.18944184767666"
"799","BEL","FRA","1.55219395514326"
"800","BRA","FRA","1.76881255350088"
"801","CAN","FRA","1.88160268473778"
"802","CHE","FRA","4.25294888597641"
"803","CZE","FRA","3.74724467303453"
"804","DEU","FRA","2.00291171460246"
"805","DZA","FRA","1.4215018874719"
"806","ESP","FRA","1.4830898802474"
"807","FRA","GBR","2.549189575572"
"808","FRA","GRD","2.9011786038078"
"809","FRA","HUN","3.18944184767666"
"810","FRA","IRN","2.28019887408478"
"811","FRA","IRQ","2.49639772753984"
"812","FRA","ISL","4.22018348623853"
"813","FRA","ISR","1.97972758948369"
"814","FRA","ITA","2.94141032145636"
"815","FRA","JPN","4.48416313886847"
"816","FRA","LBR","1.82015316971526"
"817","FRA","LBY","2.11433046202036"
"818","FRA","MAR","0.9478672985782"
"819","FRA","MDV","1.88317837465564"
"820","FRA","MLI","3.1967233224328"
"821","FRA","MLT","3.25644504748982"
"822","FRA","NLD","2.18102821957027"
"823","FRA","NOR","1.76619007569386"
"824","FRA","NZL","3.05814190416286"
"825","FRA","PAK","2.4390243902439"
"826","FRA","PER","0.247524752475247"
"827","FRA","PHL","11.8320610687023"
"828","FRA","POL","3.68956743002544"
"829","FRA","RUS","2.30012752748637"
"830","FRA","SAU","1.28205128205128"
"831","FRA","SWE","2.89855072463768"
"832","FRA","SYR","1.55086629237217"
"833","FRA","VNM","2.25365876623774"
"834","FRA","ZMB","7.93650793650794"
"835","CAN","FSM","1.94552529182879"
"836","FSM","GBR","3.58744394618834"
"837","FSM","GHA","3.93518518518519"
"838","FSM","IRN","1.84254606365159"
"839","FSM","KOR","1.02389078498294"
"840","FSM","NAM","5.30679933665008"
"841","FSM","NZL","2.9023746701847"
"842","FSM","USA","3.99669580780615"
"843","FSM","YEM","1.21951219512195"
"844","FSM","ZAF","3.42857142857143"
"845","GAB","GBR","1.5990159901599"
"846","AFG","GBR","4.06667814414942"
"847","ALB","GBR","2.44541484716157"
"848","ARM","GBR","3.50194552529183"
"849","AUS","GBR","2.76650228430559"
"850","BRN","GBR","5.890603085554"
"851","BWA","GBR","2.26049515608181"
"852","CAN","GBR","2.95318863125514"
"853","CHE","GBR","3.39506172839506"
"854","CHL","GBR","3.96341463414634"
"855","CHN","GBR","2.27126760892232"
"856","DEU","GBR","1.52795292502066"
"857","EGY","GBR","2.64250013148925"
"858","ESP","GBR","3.34161271609602"
"859","ETH","GBR","2.26049515608181"
"860","EUR","GBR","2.89646783510326"
"861","FRA","GBR","2.92705216141009"
"862","GAB","GBR","1.5990159901599"
"863","GBR","GRC","5.75980392156863"
"864","GBR","IND","4.20499800071538"
"865","GBR","IRN","2.81178920138014"
"866","GBR","ISR","4.1598755036988"
"867","GBR","ITA","2.78330019880716"
"868","GBR","JOR","4.53172205438066"
"869","GBR","JPN","6.01719197707736"
"870","GBR","KEN","4.65806896647566"
"871","GBR","KOR","4.70219435736677"
"872","GBR","KWT","1.38768871212255"
"873","GBR","LKA","2.44498777506112"
"874","GBR","MCO","3.07692307692308"
"875","GBR","MEX","3.16234114909612"
"876","GBR","MLT","3.9655359829584"
"877","GBR","MYS","3.75813865255934"
"878","GBR","NGA","2.29876726127835"
"879","GBR","NLD","2.07810101743368"
"880","GBR","NPL","2.95833738457856"
"881","GBR","NZL","2.47977827273793"
"882","GBR","OMN","2.1505376344086"
"883","GBR","PAN","2.56880733944954"
"884","GBR","PER","1.5828677839851"
"885","GBR","PHL","2.72727272727273"
"886","GBR","PSE","3.89423076923077"
"887","GBR","RUS","2.33922581526948"
"888","GBR","SAU","2.29946995993946"
"889","GBR","SDN","4.36771988561066"
"890","GBR","SLE","1.82767624020888"
"891","GBR","SOM","1.19420702754036"
"892","GBR","TTO","4.04312668463612"
"893","GBR","TUR","2.76890646273594"
"894","GBR","YEM","3.64025695931478"
"895","GBR","ZAF","1.76905853863351"
"896","GBR","ZWE","2.09090909090909"
"897","AFR","GHA","2.72572402044293"
"898","CHE","GHA","1.49584510484586"
"899","FJI","GHA","3.53356890459364"
"900","GBR","GHA","3.55781448538755"
"901","GHA","LBR","5.1504875839845"
"902","GHA","MDV","5.54675118858954"
"903","GHA","NGA","1.04773497956699"
"904","COD","GIN","2.63157894736842"
"905","GIN","LBR","2.83400809716599"
"906","GIN","NGA","2.63157894736842"
"907","GIN","PAK","1.37299771167048"
"908","GIN","SLE","2.83400809716599"
"909","ALB","GRC","3.11587147030185"
"910","AUT","GRC","1.93929173693086"
"911","AZE","GRC","1.72166427546628"
"912","BLR","GRC","3.77358490566038"
"913","EGY","GRC","2.51979284116036"
"914","GBR","GRC","0.732600732600733"
"915","GRC","ITA","1.02294387093007"
"916","GRC","LBY","3.77358490566038"
"917","GRC","MKD","2.55277333974295"
"918","GRC","SWE","2.89855072463768"
"919","GRC","USA","2.58231653170627"
"920","FRA","GRD","2.9011786038078"
"921","CAN","GTM","1.76991150442478"
"922","GTM","MYS","1.57232704402516"
"923","COL","HND","2.05920205920206"
"924","ESP","HND","3.07017543859649"
"925","HND","USA","2.05920205920206"
"926","HRV","IRQ","0.421208829294291"
"927","HRV","LTU","0.421208829294291"
"928","HRV","RUS","2.59319286871961"
"929","HTI","IDN","1.03448275862069"
"930","HTI","USA","3.06965276350935"
"931","CHN","HUN","1.71428571428571"
"932","CUB","HUN","3.86740331491713"
"933","EGY","HUN","3.08823529411765"
"934","ESP","HUN","3.69256524941883"
"935","EUR","HUN","2.7431421446384"
"936","FRA","HUN","3.18944184767666"
"937","HUN","IRQ","1.52173913043478"
"938","HUN","ITA","2.19723101292021"
"939","HUN","RUS","2.8900577114031"
"940","HUN","USA","2.85132382892057"
"941","ALB","IDN","2.85006195786865"
"942","DEU","IDN","2.07171314741036"
"943","DZA","IDN","0.904977375565611"
"944","EUR","IDN","2.87908399306591"
"945","IDN","IRQ","1.06866523911492"
"946","IDN","ISR","3.68712658764338"
"947","IDN","JPN","4.40456769983687"
"948","IDN","MYS","1.62094763092269"
"949","IDN","PSE","3.68712658764338"
"950","IDN","QAT","3.38890562422531"
"951","IDN","SEA","3.17439397045759"
"952","IDN","SYR","1.06866523911492"
"953","IDN","THA","3.03030303030303"
"954","AFG","IND","9.26829268292683"
"955","AFR","IND","5.19480519480519"
"956","ARM","IND","0.689655172413793"
"957","AUS","IND","2.95925712842404"
"958","BGD","IND","3.03564494579511"
"959","CHN","IND","2.96660431512015"
"960","GBR","IND","1.11343129772471"
"961","IND","IRQ","0.665106951871659"
"962","IND","ITA","0.689655172413793"
"963","IND","JPN","6.29273504273504"
"964","IND","LKA","1.45278450363196"
"965","IND","MMR","1.85301970131691"
"966","IND","OMN","1.50214592274678"
"967","IND","PAK","2.48013082117227"
"968","IND","SAU","6.88073394495413"
"969","IND","SEA","3.40264650283554"
"970","IND","THA","0.709219858156028"
"971","IND","USA","2.04808910752817"
"972","ALB","IRL","3.76360251546576"
"973","AUS","IRL","3.34391830304766"
"974","CAN","IRL","2.72"
"975","CHN","IRL","3.41880341880342"
"976","DEU","IRL","4.68277310924369"
"977","EUR","IRL","3.39592934349082"
"978","IRL","IRN","5.57415193697187"
"979","IRL","JPN","4.06073446327684"
"980","IRL","MDA","5.31177829099307"
"981","IRL","MDV","1.099404489235"
"982","IRL","MLT","1.73841059602649"
"983","IRL","NLD","2.51256281407035"
"984","IRL","NZL","4.02930402930403"
"985","IRL","THA","0.992555831265509"
"986","IRL","VNM","6.93548387096774"
"987","AFG","IRN","3.53385981508121"
"988","AFR","IRN","0"
"989","ARM","IRN","3.83503603389562"
"990","AUT","IRN","1.9047619047619"
"991","AZE","IRN","1.43855019883548"
"992","BHR","IRN","3.34928229665072"
"993","BLR","IRN","2.77760497667185"
"994","CHE","IRN","2.13686346216467"
"995","COL","IRN","2.82958199356913"
"996","CUB","IRN","2.82958199356913"
"997","DEU","IRN","2.15799117729124"
"998","EUR","IRN","0"
"999","FRA","IRN","1.96434055907032"
"1000","FSM","IRN","1.84254606365159"
"1001","GBR","IRN","2.38358533603153"
"1002","IRL","IRN","5.57415193697187"
"1003","IRN","IRQ","2.42844848350874"
"1004","IRN","ISR","2.5164742603598"
"1005","IRN","ITA","0"
"1006","IRN","JPN","4.66042470381056"
"1007","IRN","KEN","3.25581395348837"
"1008","IRN","MYS","0"
"1009","IRN","PAK","1.98757769456832"
"1010","IRN","PGS","1.99390567037626"
"1011","IRN","PHL","0"
"1012","IRN","PSE","7.20720720720721"
"1013","IRN","SAU","2.94495440176135"
"1014","IRN","SGP","0.775193798449612"
"1015","IRN","THA","0"
"1016","AFG","IRQ","3.16217676053865"
"1017","ALB","IRQ","2.64758497316636"
"1018","ARE","IRQ","2.3784619939604"
"1019","ARM","IRQ","1.11111111111111"
"1020","AZE","IRQ","4.54545454545455"
"1021","CHN","IRQ","3.22966507177034"
"1022","DEU","IRQ","3.90243902439024"
"1023","EUR","IRQ","2.70807004874526"
"1024","GBR","IRQ","3.73210105909532"
"1025","HRV","IRQ","0.421208829294291"
"1026","IND","IRQ","1.09289617486339"
"1027","IRL","IRQ","2.09627329192547"
"1028","IRQ","ISR","1.69279560327073"
"1029","IRQ","ITA","1.39257294429708"
"1030","IRQ","JOR","2.4390243902439"
"1031","IRQ","LBN","2.96811199688898"
"1032","IRQ","LTU","0.388389489656538"
"1033","IRQ","NGA","1.82943233790691"
"1034","IRQ","PHL","2.57731958762887"
"1035","IRQ","SAU","2.40551989863997"
"1036","IRQ","UKR","1.85206148202969"
"1037","IRQ","VAT","1.2531328320802"
"1038","IRQ","YEM","1.29133059131456"
"1039","FRA","ISL","4.22018348623853"
"1040","AFR","ISR","2.80443092487068"
"1041","ARG","ISR","1.49809178128434"
"1042","AUS","ISR","5.1413881748072"
"1043","BEL","ISR","0.825082508250825"
"1044","BGD","ISR","4.21810699588477"
"1045","CAN","ISR","3.84615384615385"
"1046","DEU","ISR","0.701051790254147"
"1047","EGY","ISR","2.15869076277397"
"1048","ESP","ISR","2.63371150729335"
"1049","EUR","ISR","1.433392055182"
"1050","FRA","ISR","3.55029597502197"
"1051","GBR","ISR","4.18381778043508"
"1052","GRC","ISR","1.96304849884527"
"1053","HRV","ISR","2.7359781121751"
"1054","IDN","ISR","4.21810699588477"
"1055","IND","ISR","2.27272727272727"
"1056","IRL","ISR","3.55871886120996"
"1057","IRQ","ISR","2.86532951289398"
"1058","ISR","ITA","1.6281446001615"
"1059","ISR","JOR","1.55038759689922"
"1060","ISR","KWT","2.4390243902439"
"1061","ISR","LBN","1.77679000792225"
"1062","ISR","MLT","1.96304849884527"
"1063","ISR","NGA","1.39925892906893"
"1064","ISR","NLD","1.95121951219512"
"1065","ISR","NPL","1.44230769230769"
"1066","ISR","NZL","2.26215520333167"
"1067","ISR","PAK","1.58995815899582"
"1068","ISR","PHL","4.32178932178932"
"1069","ISR","POL","2.48707872040386"
"1070","ISR","QAT","3.25732899022801"
"1071","ISR","RUS","3.19795881277836"
"1072","ISR","TUN","3.84615384615385"
"1073","ISR","UKR","1.53002238483173"
"1074","ISR","ZAF","2.41538300453624"
"1075","ALB","ITA","2.80297862888811"
"1076","ARE","ITA","7.65027322404372"
"1077","ARM","ITA","2.57731958762887"
"1078","AUS","ITA","2.75431034482758"
"1079","AUT","ITA","1.93929173693086"
"1080","CAN","ITA","2.10033028830985"
"1081","CHN","ITA","4.47481785131733"
"1082","CYP","ITA","5.29695024077047"
"1083","CZE","ITA","3.92422192151556"
"1084","DEU","ITA","2.83194292709365"
"1085","EGY","ITA","0"
"1086","ETH","ITA","3.53846153846154"
"1087","EUR","ITA","2.69708252103189"
"1088","FRA","ITA","4.65433953072989"
"1089","GBR","ITA","2.78330019880716"
"1090","GRC","ITA","0.836834219502502"
"1091","HUN","ITA","2.37764952438866"
"1092","IND","ITA","0.689655172413793"
"1093","IRN","ITA","0"
"1094","IRQ","ITA","2.06698063840921"
"1095","ITA","KWT","5.23560209424084"
"1096","ITA","LTU","6.38297872340426"
"1097","ITA","MYS","5.23560209424084"
"1098","ITA","NOR","1.63740538267451"
"1099","ITA","SGP","4.8780487804878"
"1100","ITA","SYR","0.862068965517241"
"1101","ITA","UKR","2.06896551724138"
"1102","ITA","VAT","3.92609699769053"
"1103","JAM","NMR","4.3613707165109"
"1104","JAM","USA","0.919150285005131"
"1105","DEU","JOR","0.509666811312873"
"1106","EGY","JOR","2.4390243902439"
"1107","GBR","JOR","4.34782608695652"
"1108","IRQ","JOR","1.85917104373602"
"1109","JOR","LBN","2.4390243902439"
"1110","JOR","NZL","4.33884297520661"
"1111","JOR","PSE","1.42602495543672"
"1112","JOR","RUS","1.34408602150538"
"1113","JOR","SYR","1.62934826069572"
"1114","JOR","TUN","1.34408602150538"
"1115","JOR","TUR","0.819672131147541"
"1116","JOR","YEM","1.11452088685888"
"1117","AFR","JPN","1.81488203266788"
"1118","AUS","JPN","2.26023749465959"
"1119","BGD","JPN","2.82352941176471"
"1120","BRA","JPN","1.81818181818182"
"1121","CAN","JPN","4.91159135559921"
"1122","EUR","JPN","1.63288288288288"
"1123","FJI","JPN","4.3343653250774"
"1124","FRA","JPN","4.99517275160477"
"1125","GBR","JPN","4.84216439474461"
"1126","IDN","JPN","1.29310344827586"
"1127","IRL","JPN","4.06073446327684"
"1128","IRN","JPN","5.02019370596215"
"1129","JPN","KHM","3.2599837000815"
"1130","JPN","KOR","2.29461848433641"
"1131","JPN","LTU","2.05949656750572"
"1132","JPN","MDA","5.31177829099307"
"1133","JPN","MNG","3.63054083318376"
"1134","JPN","MWI","4.86815415821501"
"1135","JPN","OMN","3.03221396873306"
"1136","JPN","PHL","5.64784053156146"
"1137","JPN","PRK","2.24346900060046"
"1138","JPN","RUS","2.33607746956055"
"1139","JPN","SAU","2.67584097859327"
"1140","JPN","SGP","4.24291300097751"
"1141","JPN","TUR","3.2626427406199"
"1142","JPN","UKR","2.67192971724537"
"1143","JPN","VNM","0"
"1144","BLR","KAZ","4.04312668463612"
"1145","KAZ","PAK","1.02739726027397"
"1146","KAZ","RUS","2.49213427199406"
"1147","KAZ","USA","3.96825396825397"
"1148","ALB","KEN","5.63380281690141"
"1149","CAN","KEN","3.39943342776204"
"1150","DEU","KEN","0.237529691211401"
"1151","GBR","KEN","3.36862329528983"
"1152","IND","KEN","3.7199124726477"
"1153","IRN","KEN","3.25581395348837"
"1154","KEN","NGA","1.53578551642742"
"1155","KEN","RWA","3.90143737166324"
"1156","KEN","SOM","1.61076786330861"
"1157","KEN","UGA","2.74030805977462"
"1158","KEN","USA","1.74815212043989"
"1159","KEN","YEM","2.3094688221709"
"1160","KGZ","TJK","5.91715976331361"
"1161","KHM","THA","1.62065894487419"
"1162","KHM","USA","0.732600732600733"
"1163","KHM","VNM","0.626869105129975"
"1164","KNA","TWN","4.60526315789474"
"1165","AFG","KOR","4.78199718706048"
"1166","CAN","KOR","2.0414943920676"
"1167","DEU","KOR","6.05095541401274"
"1168","FSM","KOR","1.02389078498294"
"1169","GBR","KOR","3.62660738276502"
"1170","JPN","KOR","2.55102040816327"
"1171","KOR","MDA","5.31177829099307"
"1172","KOR","MEX","2.98507462686567"
"1173","KOR","ZMB","8.18713450292398"
"1174","EUR","KWT","3.33333333333333"
"1175","IRQ","KWT","1.84275184275185"
"1176","ISR","KWT","3.97616618751739"
"1177","ITA","KWT","5.23560209424084"
"1178","KOR","KWT","6.24334538303992"
"1179","KWT","LBN","1.30718954248366"
"1180","KWT","MYS","1.89873417721519"
"1181","KWT","NIC","3.1496062992126"
"1182","KWT","PAK","0.37593984962406"
"1183","KWT","PSE","5.51330798479087"
"1184","KWT","SAU","0.28872395659988"
"1185","LAO","USA","1.97568389057751"
"1186","AFG","LBN","2.94117647058824"
"1187","DEU","LBN","0.493082111123686"
"1188","EGY","LBN","2.4390243902439"
"1189","GBR","LBN","2.50052106714551"
"1190","IRN","LBN","0.931551927652026"
"1191","IRQ","LBN","3.95903618966625"
"1192","ISR","LBN","0.503355704697985"
"1193","JOR","LBN","2.4390243902439"
"1194","KWT","LBN","1.30718954248366"
"1195","LBN","QAT","1.39275766016713"
"1196","LBN","TUR","1.4418019003123"
"1197","LBN","USA","2.99795573459972"
"1198","CIV","LBR","5.1504875839845"
"1199","COD","LBR","2.63157894736842"
"1200","FRA","LBR","1.81979492826318"
"1201","GHA","LBR","5.1504875839845"
"1202","GIN","LBR","2.15688235521669"
"1203","LBR","NGA","2.63157894736842"
"1204","LBR","SLE","3.6250216790968"
"1205","EGY","LBY","2.68147878958009"
"1206","IRQ","LBY","1.34228187919463"
"1207","LBY","QAT","5.22648083623693"
"1208","LBY","TUN","1.81430096051227"
"1209","LBY","USA","2.10654079351233"
"1210","BGD","LKA","2.1978021978022"
"1211","CHN","LKA","3.0733488588018"
"1212","GBR","LKA","2.44498777506112"
"1213","IND","LKA","1.45278450363196"
"1214","LKA","MDV","3.80110696531434"
"1215","LKA","USA","1.01078042254513"
"1216","AFR","LSO","1.75875793889169"
"1217","LSO","ZAF","1.93548387096774"
"1218","CAN","LTU","2.96493180894998"
"1219","CZE","LTU","2"
"1220","HRV","LTU","0.421208829294291"
"1221","IRQ","LTU","0.388389489656538"
"1222","ITA","LTU","6.38297872340426"
"1223","JPN","LTU","2.05949656750572"
"1224","LTU","POL","3.47826086956522"
"1225","LTU","RUS","2.25964902766875"
"1226","LTU","TUR","1.71116750880094"
"1227","LTU","UKR","3.47826086956522"
"1228","LTU","USA","2.1865889212828"
"1229","CAN","LVA","2.01099978976161"
"1230","CHN","LVA","0"
"1231","EUR","LVA","1.37504297009282"
"1232","LVA","MDA","2.62295081967213"
"1233","LVA","USA","1.59143701724266"
"1234","AFR","MAR","1.79640718562874"
"1235","ISR","MAR","1.06951871657754"
"1236","CHN","MDA","5.31177829099307"
"1237","COL","MDA","5.31177829099307"
"1238","ETH","MDA","5.31177829099307"
"1239","IRL","MDA","5.31177829099307"
"1240","JPN","MDA","5.31177829099307"
"1241","KOR","MDA","5.31177829099307"
"1242","LVA","MDA","2.62295081967213"
"1243","MDA","PHL","5.31177829099307"
"1244","MDA","UGA","5.31177829099307"
"1245","AFR","MDG","5.84795321637427"
"1246","MDG","SYC","5.10806397168168"
"1247","CHN","MDV","3.12790474109012"
"1248","FRA","MDV","1.88317837465564"
"1249","GHA","MDV","5.54675118858954"
"1250","IRL","MDV","1.08551174124945"
"1251","ITA","MDV","4.02010050251256"
"1252","LKA","MDV","3.66132723112128"
"1253","MDV","SWE","1.15606936416185"
"1254","MDV","USA","2.32055514829271"
"1255","AFR","MEX","2.65822784810127"
"1256","AUS","MEX","2.61039510465182"
"1257","CAN","MEX","3.21252059308072"
"1258","CHN","MEX","2.48197712718422"
"1259","FRA","MEX","2.32919254658385"
"1260","GBR","MEX","1.17456217491349"
"1261","GTM","MEX","0.732600732600733"
"1262","KWT","MEX","1.89873417721519"
"1263","MEX","SGP","0.87719298245614"
"1264","MEX","VEN","2.67584097859327"
"1265","MHL","USA","1.73720944203991"
"1266","ALB","MKD","4.36212239490928"
"1267","DEU","MKD","1.50672493048068"
"1268","MLI","TCD","2.89946099345808"
"1269","MLI","TUN","1.81430096051227"
"1270","MLI","UGA","2.78324254980798"
"1271","ALB","MLT","2.99081969636295"
"1272","CAN","MLT","4.16666666666667"
"1273","GBR","MLT","3.91447751552787"
"1274","ISR","MLT","0.726392251815981"
"1275","KWT","MLT","2.6685393258427"
"1276","MLT","NLD","1.99252801992528"
"1277","MLT","PSE","0.726392251815981"
"1278","GBR","MMR","3.9360393603936"
"1279","MMR","PHL","2.79010779961953"
"1280","MMR","SGP","4.9645390070922"
"1281","MMR","THA","4.9645390070922"
"1282","EUR","MNG","2.87908399306591"
"1283","JPN","MNG","3.17150269573137"
"1284","IRL","MOZ","3.55239786856128"
"1285","MOZ","ZMB","2.13523131672598"
"1286","AFR","MWI","3.18181818181818"
"1287","MWI","USA","1.65289256198347"
"1288","AFG","MYS","4.02843601895735"
"1289","AUS","MYS","1.61892929184336"
"1290","AUT","MYS","3.41463414634146"
"1291","BRN","MYS","2.53218574799148"
"1292","CHN","MYS","2.24834369503536"
"1293","EUR","MYS","1.24086985391766"
"1294","GBR","MYS","3.36375951546625"
"1295","GTM","MYS","1.57232704402516"
"1296","IDN","MYS","1.61194325589261"
"1297","IRL","MYS","2.07253886010363"
"1298","ISL","MYS","5.18292682926829"
"1299","ITA","MYS","5.23560209424084"
"1300","JPN","MYS","1.70777988614801"
"1301","KOR","MYS","1.70777988614801"
"1302","KWT","MYS","1.89873417721519"
"1303","MYS","NLD","0.904681399186895"
"1304","MYS","NZL","0.828734520490794"
"1305","MYS","PAK","1.3215859030837"
"1306","MYS","PHL","2.58003766478343"
"1307","MYS","SEA","2.33194932733987"
"1308","MYS","SGP","1.64805841866461"
"1309","MYS","THA","2.12838626682197"
"1310","MYS","TUR","3.40116634881558"
"1311","MYS","USA","2.48091232295375"
"1312","MYS","VNM","3.55113636363636"
"1313","MYS","YEM","2.88808664259928"
"1314","FSM","NAM","5.30679933665008"
"1315","DEU","NER","1.78571428571429"
"1316","NER","NGA","1.32224358232824"
"1317","AFG","NGA","2.51497005988024"
"1318","AUS","NGA","1.10497237569061"
"1319","CHN","NGA","1.25523012552301"
"1320","CIV","NGA","1.93117377456692"
"1321","DEU","NGA","1.70557625990145"
"1322","GBR","NGA","2.79621644230326"
"1323","GHA","NGA","1.15207373271889"
"1324","GIN","NGA","2.63157894736842"
"1325","IRQ","NGA","2.17220119889357"
"1326","KEN","NGA","2.8673835125448"
"1327","LBR","NGA","2.63157894736842"
"1328","NGA","POL","3.87096774193548"
"1329","NGA","SAU","2.44360902255639"
"1330","NGA","SEN","0.714285714285714"
"1331","NGA","SLE","2.63157894736842"
"1332","NGA","TCD","2.47706422018349"
"1333","BOL","NIC","2.82958199356913"
"1334","KWT","NIC","3.1496062992126"
"1335","NIC","USA","3.05944055944056"
"1336","CZE","NLD","4.41860465116279"
"1337","DEU","NLD","3.13837375178317"
"1338","EGY","NLD","1.74291938997821"
"1339","ESP","NLD","2.18517716677492"
"1340","EUR","NLD","1.29533678756477"
"1341","FRA","NLD","2.18102821957027"
"1342","GBR","NLD","2.87768950876898"
"1343","LVA","NLD","2.04081632653061"
"1344","MLT","NLD","1.99252801992528"
"1345","MYS","NLD","1.30064371427584"
"1346","NLD","PAK","6.42201834862385"
"1347","NLD","POL","4.20027700733091"
"1348","NLD","SYR","1.88973454520197"
"1349","NLD","TUR","0.585496222629085"
"1350","NLD","UKR","1.23671534520988"
"1351","NLD","USA","1.47179823864147"
"1352","NLD","VNM","2.27272727272727"
"1353","NMR","USA","2.52237191933604"
"1354","BRA","NOR","4.71063257065949"
"1355","CAN","NOR","4.86257928118393"
"1356","FRA","NOR","1.00502512562814"
"1357","NOR","SDN","6.10169491525424"
"1358","NOR","USA","1.21951219512195"
"1359","NOR","VNM","6.50406504065041"
"1360","GBR","NPL","2.80220564758553"
"1361","IND","NPL","2.24711629899837"
"1362","ISR","NPL","1.44230769230769"
"1363","ITA","NPL","1.61290322580645"
"1364","NPL","THA","3.27102803738318"
"1365","AUS","NZL","2.78482329354361"
"1366","CHN","NZL","2.5"
"1367","EUR","NZL","4.39414114513981"
"1368","FRA","NZL","3.28227571115974"
"1369","GBR","NZL","4.34549320746631"
"1370","HRV","NZL","2.53807106598985"
"1371","IRL","NZL","4.02930402930403"
"1372","KOR","NZL","3.74193548387097"
"1373","NZL","PNG","0.655307994757536"
"1374","NZL","POL","1"
"1375","NZL","TON","3.10277334559321"
"1376","NZL","TUR","2.03887205495352"
"1377","NZL","USA","1.05633802816901"
"1378","NZL","YEM","2.34113712374582"
"1379","ARE","OMN","2.11098508260081"
"1380","AUT","OMN","2.43785850860421"
"1381","BRA","OMN","2.23644455332353"
"1382","ESP","OMN","3.16455696202532"
"1383","GBR","OMN","2.1505376344086"
"1384","ISR","OMN","1.65562913907285"
"1385","KWT","OMN","0.975609756097561"
"1386","MLT","OMN","9.10060633280936"
"1387","OMN","TWN","9.84126984126984"
"1388","OMN","UKR","1.73160173160173"
"1389","OMN","USA","3.59281437125748"
"1390","AFG","PAK","4.05787936605075"
"1391","AUS","PAK","2.80373831775701"
